"NUMERO_OS";"DATA_ABERTURA_OS";"DATA_ENCERRAMENTO_OS";"MEIO_SOLICITACAO";"CIDADE";"BAIRRO";"QUANTIDADE_REITERACAO";"DIAMETRO_REDE"
41361462;"05/07/2017";"05/07/2017";6;CABO DE SANTO AGOSTINHO;COHAB;0;0.2
41353879;"04/07/2017";"05/07/2017";6;CABO DE SANTO AGOSTINHO;COHAB;0;0.2
41361494;"05/07/2017";"17/07/2017";6;CABO DE SANTO AGOSTINHO;COHAB;0;100
40506321;"04/01/2017";"06/01/2017";6;CABO DE SANTO AGOSTINHO;COHAB;0;1
41118219;"16/05/2017";"16/05/2017";6;CABO DE SANTO AGOSTINHO;COHAB;5;0.2
41118302;"16/05/2017";"16/05/2017";6;CABO DE SANTO AGOSTINHO;COHAB;5;0.2
41118023;"16/05/2017";"16/05/2017";6;CABO DE SANTO AGOSTINHO;COHAB;5;0.2
41090226;"08/05/2017";"16/05/2017";6;CABO DE SANTO AGOSTINHO;COHAB;5;0.6
41350309;"03/07/2017";"06/07/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;25
41404084;"17/07/2017";"17/07/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;60
41407690;"17/07/2017";"17/07/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;60
41407529;"17/07/2017";"17/07/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;60
41407272;"17/07/2017";"17/07/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;60
41407382;"17/07/2017";"17/07/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;60
41233308;"06/06/2017";"20/06/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;1
40895457;"22/03/2017";"22/03/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;1
41696734;"11/09/2017";"11/09/2017";6;CABO DE SANTO AGOSTINHO;COHAB;1;60
41586502;"16/08/2017";"11/09/2017";6;CABO DE SANTO AGOSTINHO;COHAB;1;60
40681213;"07/02/2017";"08/02/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;25
41217791;"01/06/2017";"30/06/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;20
41112880;"15/05/2017";"17/05/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;1
41121083;"17/05/2017";"17/05/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;1
40675524;"06/02/2017";"15/02/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;20
41719346;"18/09/2017";"19/09/2017";11;CABO DE SANTO AGOSTINHO;COHAB;0;60
41723918;"19/09/2017";"19/09/2017";11;CABO DE SANTO AGOSTINHO;COHAB;0;60
41723638;"19/09/2017";"20/09/2017";11;CABO DE SANTO AGOSTINHO;COHAB;0;1
40796553;"24/02/2017";"15/03/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;1
40860784;"11/03/2017";"11/03/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;20
40815687;"07/03/2017";"11/03/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;20
41424910;"20/07/2017";"21/09/2017";1;CABO DE SANTO AGOSTINHO;COHAB;2;60
41448345;"25/07/2017";"07/08/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;60
41699100;"12/09/2017";"12/09/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;1
41699192;"12/09/2017";"12/09/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;1
41533938;"07/08/2017";"12/09/2017";1;CABO DE SANTO AGOSTINHO;COHAB;0;1
41699686;"12/09/2017";"19/09/2017";6;CABO DE SANTO AGOSTINHO;COHAB;0;1
41295472;"26/06/2017";"26/06/2017";6;CABO DE SANTO AGOSTINHO;COHAB;4;1
41277026;"20/06/2017";"26/06/2017";6;CABO DE SANTO AGOSTINHO;COHAB;4;1
41098106;"09/05/2017";"20/06/2017";6;CABO DE SANTO AGOSTINHO;COHAB;4;0.6
40968957;"07/04/2017";"10/04/2017";6;CABO DE SANTO AGOSTINHO;COHAB;0;0.2
40954296;"04/04/2017";"07/04/2017";6;CABO DE SANTO AGOSTINHO;COHAB;0;60
40968796;"07/04/2017";"07/04/2017";6;CABO DE SANTO AGOSTINHO;COHAB;0;20
40571546;"18/01/2017";"18/05/2017";6;CABO DE SANTO AGOSTINHO;VILA SOC. CONTRA MOCAMBO;2;1
41891264;"20/10/2017";"21/10/2017";1;CABO DE SANTO AGOSTINHO;VILA SOC. CONTRA MOCAMBO;1;1
40572660;"18/01/2017";"27/01/2017";6;CABO DE SANTO AGOSTINHO;VILA SOC. CONTRA MOCAMBO;1;25
41435422;"24/07/2017";"24/07/2017";6;CABO DE SANTO AGOSTINHO;VILA SOC. CONTRA MOCAMBO;2;0.25
41220525;"02/06/2017";"24/07/2017";6;CABO DE SANTO AGOSTINHO;VILA SOC. CONTRA MOCAMBO;2;25
42208296;"16/12/2017";"22/12/2017";4;CABO DE SANTO AGOSTINHO;VILA SOC. CONTRA MOCAMBO;0;20
41811493;"04/10/2017";"04/11/2017";6;CABO DE SANTO AGOSTINHO;VILA SOC. CONTRA MOCAMBO;0;60
41599257;"21/08/2017";"24/08/2017";6;CABO DE SANTO AGOSTINHO;USINA BOM JESUS;0;75
41818981;"05/10/2017";"09/10/2017";6;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
41699423;"12/09/2017";"15/09/2017";6;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
41131770;"18/05/2017";"27/06/2017";6;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;8;60
41317982;"27/06/2017";"27/06/2017";6;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;8;60
40906576;"24/03/2017";"24/03/2017";1;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
40915972;"24/03/2017";"24/03/2017";1;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;1
40912695;"24/03/2017";"24/03/2017";1;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
40904281;"24/03/2017";"24/03/2017";1;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
40905644;"24/03/2017";"24/03/2017";1;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
40910432;"24/03/2017";"24/03/2017";1;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
41598916;"21/08/2017";"21/08/2017";4;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
41301844;"27/06/2017";"27/06/2017";1;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
41207458;"27/05/2017";"27/06/2017";1;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
41303665;"27/06/2017";"27/06/2017";1;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
40572783;"18/01/2017";"30/01/2017";6;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;1;1
40953572;"04/04/2017";"27/04/2017";6;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;20
41633479;"28/08/2017";"06/09/2017";6;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
41691355;"06/09/2017";"06/09/2017";6;CABO DE SANTO AGOSTINHO;VILA CLAUDETE;0;60
41183172;"24/05/2017";"25/05/2017";6;CABO DE SANTO AGOSTINHO;VILA MADRE IVA;0;0.2
40932299;"28/03/2017";"28/03/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;150
41515902;"01/08/2017";"14/08/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;100
41430009;"21/07/2017";"01/08/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;150
41426170;"20/07/2017";"19/09/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;1
41584972;"15/08/2017";"18/09/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
41561913;"10/08/2017";"15/08/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;63
40600927;"25/01/2017";"27/01/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
40578128;"20/01/2017";"25/01/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;63
42048138;"14/11/2017";"25/11/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
42048141;"14/11/2017";"14/11/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;63
42015767;"07/11/2017";"14/11/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;63
41827285;"07/10/2017";"09/10/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
41804901;"02/10/2017";"07/10/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;63
41564119;"10/08/2017";"11/08/2017";8;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;32
41429630;"21/07/2017";"07/08/2017";8;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;63
41536498;"07/08/2017";"19/09/2017";8;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
41582950;"15/08/2017";"04/09/2017";1;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;63
41725508;"19/09/2017";"19/09/2017";1;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;1
41827081;"07/10/2017";"07/10/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;60
41074124;"03/05/2017";"07/10/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;60
42222154;"19/12/2017";"21/12/2017";8;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;60
41684155;"04/09/2017";"18/09/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;1
41561904;"10/08/2017";"04/09/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;60
41584892;"15/08/2017";"05/09/2017";1;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
42148999;"04/12/2017";"14/12/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
42149027;"04/12/2017";"04/12/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;150
42059505;"20/11/2017";"04/12/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;150
41523354;"02/08/2017";"02/08/2017";1;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;0.2
41522494;"02/08/2017";"02/08/2017";1;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;0.32
41235276;"07/06/2017";"02/08/2017";1;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;0.2
42000075;"03/11/2017";"06/11/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;25
42013127;"06/11/2017";"14/12/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
41294442;"26/06/2017";"27/06/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
41294944;"26/06/2017";"26/06/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;60
41250359;"12/06/2017";"26/06/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;60
41832272;"10/10/2017";"19/10/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
41782346;"27/09/2017";"03/10/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;32
41810426;"03/10/2017";"07/10/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;1
41809782;"03/10/2017";"03/10/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;32
40988463;"12/04/2017";"13/04/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;20
41955607;"27/10/2017";"30/10/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;60
41967324;"30/10/2017";"30/10/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;1;60
42051557;"16/11/2017";"21/11/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;1
42022053;"08/11/2017";"16/11/2017";4;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;0;32
41708665;"13/09/2017";"18/09/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;5;1
41671299;"30/08/2017";"13/09/2017";6;CABO DE SANTO AGOSTINHO;JARDIM SANTO INACIO;5;0.25
41113996;"15/05/2017";"16/08/2017";6;CABO DE SANTO AGOSTINHO;ROSARIO;5;32
41665593;"30/08/2017";"30/08/2017";1;CABO DE SANTO AGOSTINHO;ROSARIO;0;75
41646928;"29/08/2017";"30/08/2017";1;CABO DE SANTO AGOSTINHO;ROSARIO;0;75
41541432;"08/08/2017";"15/08/2017";6;CABO DE SANTO AGOSTINHO;ROSARIO;0;0.6
41566242;"11/08/2017";"18/08/2017";6;CABO DE SANTO AGOSTINHO;ROSARIO;3;0.6
40768471;"20/02/2017";"22/02/2017";6;CABO DE SANTO AGOSTINHO;ROSARIO;0;50
41438853;"24/07/2017";"24/07/2017";4;CABO DE SANTO AGOSTINHO;SERRARIA;0;63
41333529;"29/06/2017";"26/07/2017";4;CABO DE SANTO AGOSTINHO;SERRARIA;0;32
41820109;"05/10/2017";"05/10/2017";4;CABO DE SANTO AGOSTINHO;SERRARIA;0;100
41818051;"05/10/2017";"05/10/2017";4;CABO DE SANTO AGOSTINHO;SERRARIA;0;100
41358848;"05/07/2017";"06/07/2017";6;MORENO;PEDREIRA;0;32
41294974;"26/06/2017";"27/06/2017";6;MORENO;PEDREIRA;1;40
40896787;"22/03/2017";"04/04/2017";6;MORENO;PEDREIRA;0;20
41625630;"25/08/2017";"06/09/2017";1;MORENO;NOVO HORIZONTE;0;20
41846323;"11/10/2017";"30/10/2017";1;MORENO;NOVO HORIZONTE;0;75
40933877;"28/03/2017";"20/04/2017";1;MORENO;NOVO HORIZONTE;0;75
41483466;"26/07/2017";"26/07/2017";1;MORENO;CENTRO;0;60
41101851;"10/05/2017";"10/05/2017";4;MORENO;CENTRO;0;25
41920724;"25/10/2017";"30/10/2017";1;MORENO;CENTRO;0;20
41919560;"25/10/2017";"27/10/2017";6;MORENO;CENTRO;0;20
41089012;"08/05/2017";"08/05/2017";4;MORENO;CENTRO;0;20
41364387;"06/07/2017";"14/07/2017";6;MORENO;CENTRO;9;20
40921437;"27/03/2017";"31/03/2017";6;MORENO;CENTRO;0;20
41295733;"26/06/2017";"04/07/2017";6;MORENO;CENTRO;1;20
40816762;"07/03/2017";"10/03/2017";6;MORENO;CENTRO;0;20
42178696;"08/12/2017";"08/12/2017";6;MORENO;CENTRO;0;1
41943849;"26/10/2017";"01/11/2017";4;MORENO;CENTRO;0;20
41431358;"21/07/2017";"03/08/2017";1;MORENO;CENTRO;0;20
41220588;"02/06/2017";"08/06/2017";6;MORENO;CENTRO;1;75
40516601;"05/01/2017";"05/01/2017";4;MORENO;CENTRO;0;75
41104616;"11/05/2017";"11/05/2017";6;MORENO;CENTRO;0;20
41085382;"05/05/2017";"11/05/2017";6;MORENO;CENTRO;0;20
41265706;"16/06/2017";"20/06/2017";4;MORENO;CENTRO;0;1
42124141;"28/11/2017";"30/11/2017";1;MORENO;CENTRO;0;25
41494511;"27/07/2017";"27/07/2017";6;MORENO;CENTRO;0;20
41431233;"21/07/2017";"27/07/2017";6;MORENO;CENTRO;0;20
40996676;"18/04/2017";"19/04/2017";6;MORENO;CENTRO;0;25
41919797;"25/10/2017";"27/10/2017";1;MORENO;CENTRO;0;20
40934884;"29/03/2017";"31/03/2017";6;MORENO;CENTRO;1;75
40944352;"31/03/2017";"05/05/2017";6;MORENO;CENTRO;1;1
41085581;"05/05/2017";"11/05/2017";6;MORENO;CENTRO;0;20
41270485;"19/06/2017";"20/06/2017";6;MORENO;CENTRO;0;32
41193214;"26/05/2017";"26/05/2017";1;MORENO;CENTRO;0;75
40794624;"23/02/2017";"02/03/2017";1;MORENO;CENTRO;0;85
41609051;"23/08/2017";"23/08/2017";6;MORENO;CENTRO;0;20
41610032;"23/08/2017";"23/08/2017";6;MORENO;CENTRO;0;20
41611258;"23/08/2017";"23/08/2017";6;MORENO;CENTRO;0;25
41611846;"23/08/2017";"23/08/2017";6;MORENO;CENTRO;0;20
41380574;"12/07/2017";"12/07/2017";4;MORENO;CENTRO;0;60
41380778;"12/07/2017";"12/07/2017";4;MORENO;CENTRO;0;20
41919328;"25/10/2017";"27/10/2017";8;MORENO;CENTRO;0;20
41712702;"14/09/2017";"15/09/2017";1;MORENO;CENTRO;0;25
41716209;"15/09/2017";"20/09/2017";1;MORENO;CENTRO;0;20
41515569;"01/08/2017";"07/08/2017";1;MORENO;CENTRO;0;32
41116016;"16/05/2017";"16/05/2017";11;MORENO;CENTRO;0;60
40493951;"02/01/2017";"03/01/2017";1;MORENO;CENTRO;0;3.4
40800612;"02/03/2017";"10/03/2017";1;MORENO;CENTRO;0;20
41103929;"11/05/2017";"18/05/2017";4;MORENO;CENTRO;0;75
40916946;"24/03/2017";"29/03/2017";1;MORENO;CENTRO;0;1
40895684;"22/03/2017";"24/03/2017";1;MORENO;CENTRO;0;150
41650836;"29/08/2017";"29/08/2017";1;MORENO;CENTRO;0;20
40762296;"20/02/2017";"20/02/2017";1;MORENO;CENTRO;0;20
41751999;"22/09/2017";"22/09/2017";8;MORENO;CENTRO;0;20
40701955;"09/02/2017";"17/02/2017";1;MORENO;CENTRO;0;20
41325288;"28/06/2017";"29/06/2017";6;MORENO;BELA VISTA;0;20
41334493;"29/06/2017";"29/06/2017";6;MORENO;BELA VISTA;0;20
41919650;"25/10/2017";"31/10/2017";6;MORENO;BELA VISTA;0;20
41611640;"23/08/2017";"13/09/2017";6;MORENO;BELA VISTA;13;100
41920000;"25/10/2017";"31/10/2017";6;MORENO;BELA VISTA;0;25
40708030;"10/02/2017";"14/02/2017";6;MORENO;BELA VISTA;1;20
40733233;"14/02/2017";"14/02/2017";6;MORENO;BELA VISTA;1;20
40733992;"14/02/2017";"14/02/2017";6;MORENO;BELA VISTA;1;32
40801008;"02/03/2017";"03/03/2017";6;MORENO;BELA VISTA;1;25
41672630;"31/08/2017";"04/09/2017";6;MORENO;BELA VISTA;0;20
40989028;"13/04/2017";"17/04/2017";6;MORENO;BELA VISTA;0;75
41515505;"01/08/2017";"03/08/2017";1;MORENO;BELA VISTA;0;25
40817038;"07/03/2017";"09/03/2017";6;MORENO;BELA VISTA;0;20
41792195;"29/09/2017";"30/09/2017";1;MORENO;BELA VISTA;0;20
42014661;"07/11/2017";"07/11/2017";6;MORENO;ALTO DA MATERNIDADE;0;1
41902980;"23/10/2017";"23/10/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
41792410;"29/09/2017";"23/10/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
40886241;"17/03/2017";"20/03/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
40881051;"16/03/2017";"04/04/2017";1;MORENO;ALTO DA MATERNIDADE;0;60
40881072;"16/03/2017";"16/03/2017";1;MORENO;ALTO DA MATERNIDADE;0;60
40850898;"09/03/2017";"16/03/2017";1;MORENO;ALTO DA MATERNIDADE;0;60
42046604;"13/11/2017";"17/11/2017";1;MORENO;ALTO DA MATERNIDADE;0;20
41672727;"31/08/2017";"04/09/2017";6;MORENO;ALTO DA MATERNIDADE;0;60
40854622;"10/03/2017";"11/03/2017";6;MORENO;ALTO DA MATERNIDADE;0;75
40935392;"29/03/2017";"17/05/2017";6;MORENO;ALTO DA MATERNIDADE;1;75
41212807;"30/05/2017";"01/06/2017";6;MORENO;ALTO DA MATERNIDADE;0;60
41086784;"05/05/2017";"11/05/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
40949635;"03/04/2017";"04/04/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
41943649;"26/10/2017";"31/10/2017";6;MORENO;ALTO DA MATERNIDADE;0;32
40738465;"15/02/2017";"16/02/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
40742477;"16/02/2017";"16/02/2017";6;MORENO;ALTO DA MATERNIDADE;0;1
41616595;"25/08/2017";"29/08/2017";6;MORENO;ALTO DA MATERNIDADE;0;40
41646764;"29/08/2017";"29/08/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
40855023;"10/03/2017";"10/03/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
41220348;"02/06/2017";"08/06/2017";6;MORENO;ALTO DA MATERNIDADE;0;60
41119468;"17/05/2017";"24/05/2017";6;MORENO;ALTO DA MATERNIDADE;0;2
40780200;"21/02/2017";"22/02/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
41115298;"16/05/2017";"16/05/2017";4;MORENO;ALTO DA MATERNIDADE;0;20
41590097;"16/08/2017";"22/08/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
40756084;"17/02/2017";"22/02/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
41101330;"10/05/2017";"10/05/2017";4;MORENO;ALTO DA MATERNIDADE;0;25
41430478;"21/07/2017";"24/07/2017";1;MORENO;ALTO DA MATERNIDADE;0;3.4
41436967;"24/07/2017";"24/07/2017";1;MORENO;ALTO DA MATERNIDADE;0;20
41785709;"27/09/2017";"30/09/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
40504869;"04/01/2017";"04/01/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
40497036;"03/01/2017";"04/01/2017";6;MORENO;ALTO DA MATERNIDADE;0;60
40504862;"04/01/2017";"04/01/2017";6;MORENO;ALTO DA MATERNIDADE;0;20
41187239;"25/05/2017";"29/05/2017";1;MORENO;ALTO DA MATERNIDADE;0;20
40931625;"28/03/2017";"06/04/2017";6;MORENO;MANGUEIRA;0;20
41973357;"31/10/2017";"06/11/2017";4;MORENO;SANTO ANTONIO;0;75
41883384;"19/10/2017";"20/10/2017";6;MORENO;SANTO ANTONIO;0;20
41700383;"12/09/2017";"15/09/2017";6;MORENO;SANTO ANTONIO;2;20
41234021;"07/06/2017";"07/06/2017";6;MORENO;SANTO ANTONIO;0;32
40864890;"13/03/2017";"14/03/2017";6;MORENO;SANTO ANTONIO;0;25
40815899;"07/03/2017";"07/03/2017";1;MORENO;SANTO ANTONIO;0;25
40797633;"24/02/2017";"07/03/2017";1;MORENO;SANTO ANTONIO;0;85
40779717;"21/02/2017";"22/02/2017";6;MORENO;SANTO ANTONIO;0;25
41650854;"29/08/2017";"01/09/2017";6;MORENO;SANTO ANTONIO;0;20
40779563;"21/02/2017";"22/02/2017";6;MORENO;SANTO ANTONIO;0;20
41531424;"04/08/2017";"07/08/2017";1;MORENO;SANTO ANTONIO;0;20
41396318;"14/07/2017";"26/07/2017";1;MORENO;SANTO ANTONIO;0;20
41565703;"10/08/2017";"10/08/2017";4;MORENO;SANTO ANTONIO;0;25
40693221;"08/02/2017";"13/02/2017";1;MORENO;SANTO ANTONIO;0;100
40725044;"13/02/2017";"13/02/2017";1;MORENO;SANTO ANTONIO;0;100
41537040;"08/08/2017";"11/08/2017";6;MORENO;SANTO ANTONIO;0;200
41264155;"15/06/2017";"15/06/2017";6;MORENO;SANTO ANTONIO;0;32
41637395;"28/08/2017";"28/08/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41616179;"25/08/2017";"28/08/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41637267;"28/08/2017";"28/08/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41636973;"28/08/2017";"28/08/2017";6;MORENO;N SRA DA CONCEICAO;0;25
40979901;"11/04/2017";"11/04/2017";6;MORENO;N SRA DA CONCEICAO;0;20
40931246;"28/03/2017";"11/04/2017";6;MORENO;N SRA DA CONCEICAO;0;20
40979836;"11/04/2017";"11/04/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41943987;"26/10/2017";"01/11/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41475133;"25/07/2017";"25/07/2017";4;MORENO;N SRA DA CONCEICAO;0;20
41612184;"23/08/2017";"28/08/2017";6;MORENO;N SRA DA CONCEICAO;0;75
41631811;"28/08/2017";"28/08/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41430019;"21/07/2017";"25/07/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41264026;"15/06/2017";"05/07/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41733094;"20/09/2017";"23/09/2017";1;MORENO;N SRA DA CONCEICAO;0;25
41673950;"31/08/2017";"04/09/2017";6;MORENO;N SRA DA CONCEICAO;0;75
40793332;"23/02/2017";"23/02/2017";6;MORENO;N SRA DA CONCEICAO;1;20
40789346;"22/02/2017";"23/02/2017";6;MORENO;N SRA DA CONCEICAO;1;85
40792531;"23/02/2017";"23/02/2017";6;MORENO;N SRA DA CONCEICAO;1;20
40794657;"23/02/2017";"24/02/2017";4;MORENO;N SRA DA CONCEICAO;0;85
41213238;"30/05/2017";"01/06/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41983844;"01/11/2017";"01/11/2017";6;MORENO;N SRA DA CONCEICAO;1;20
41584808;"15/08/2017";"01/11/2017";6;MORENO;N SRA DA CONCEICAO;1;20
41498145;"28/07/2017";"07/08/2017";6;MORENO;N SRA DA CONCEICAO;0;20
41808844;"03/10/2017";"05/10/2017";6;MORENO;N SRA DE FATIMA;1;20
41650650;"29/08/2017";"30/08/2017";6;MORENO;N SRA DE FATIMA;1;20
40745387;"16/02/2017";"17/02/2017";4;MORENO;N SRA DE FATIMA;0;20
40895849;"22/03/2017";"05/04/2017";6;MORENO;N SRA DE FATIMA;0;75
41695930;"11/09/2017";"11/09/2017";8;MORENO;N SRA DE FATIMA;0;20
41696410;"11/09/2017";"11/09/2017";8;MORENO;N SRA DE FATIMA;0;20
41651486;"30/08/2017";"30/08/2017";8;MORENO;N SRA DE FATIMA;0;20
41653380;"30/08/2017";"30/08/2017";8;MORENO;N SRA DE FATIMA;0;20
41430291;"21/07/2017";"25/07/2017";1;MORENO;N SRA DE FATIMA;0;20
41286613;"22/06/2017";"22/06/2017";6;MORENO;JOAO PAULO II;2;25
41272723;"19/06/2017";"22/06/2017";6;MORENO;JOAO PAULO II;2;20
41650475;"29/08/2017";"01/09/2017";6;MORENO;JOAO PAULO II;0;20
40988815;"13/04/2017";"13/04/2017";6;MORENO;JOAO PAULO II;2;20
40988687;"12/04/2017";"13/04/2017";6;MORENO;JOAO PAULO II;2;20
40988327;"12/04/2017";"12/04/2017";6;MORENO;JOAO PAULO II;2;25
40988150;"12/04/2017";"12/04/2017";6;MORENO;JOAO PAULO II;2;25
40988860;"13/04/2017";"13/04/2017";6;MORENO;JOAO PAULO II;2;20
40988971;"13/04/2017";"13/04/2017";6;MORENO;JOAO PAULO II;2;20
40987470;"12/04/2017";"12/04/2017";6;MORENO;JOAO PAULO II;2;32
40939783;"30/03/2017";"12/04/2017";6;MORENO;JOAO PAULO II;2;32
41396547;"14/07/2017";"14/07/2017";6;MORENO;JOAO PAULO II;0;20
40756753;"17/02/2017";"20/02/2017";4;MORENO;JOAO PAULO II;0;25
41187340;"25/05/2017";"26/05/2017";6;MORENO;JOAO PAULO II;0;32
41732971;"20/09/2017";"23/09/2017";6;MORENO;JOAO PAULO II;0;32
40902528;"23/03/2017";"24/03/2017";4;MORENO;JOAO PAULO II;0;50
42288510;"29/12/2017";"20/01/2018";6;MORENO;JOAO PAULO II;3;20
40998077;"19/04/2017";"20/04/2017";6;MORENO;JOAO PAULO II;0;32
41411305;"18/07/2017";"25/07/2017";6;MORENO;JOAO PAULO II;0;20
