"NUMERO_OS";"DATA_ABERTURA_OS";"DATA_ENCERRAMENTO_OS";"MEIO_SOLICITACAO";"CIDADE";"BAIRRO";"QUANTIDADE_REITERACAO";"DIAMETRO_REDE"
40722511;"13/02/2017";"03/05/2017";6;RECIFE;DOIS UNIDOS;0;32
40891602;"21/03/2017";"03/04/2017";6;RECIFE;DOIS UNIDOS;2;20
41594473;"18/08/2017";"21/08/2017";1;RECIFE;DOIS UNIDOS;0;60
41120635;"17/05/2017";"18/05/2017";8;RECIFE;DOIS UNIDOS;0;20
41120436;"17/05/2017";"17/05/2017";8;RECIFE;DOIS UNIDOS;0;63
41295942;"26/06/2017";"26/06/2017";11;RECIFE;DOIS UNIDOS;0;20
40990945;"17/04/2017";"20/04/2017";1;RECIFE;DOIS UNIDOS;0;20
40865255;"13/03/2017";"15/03/2017";6;RECIFE;DOIS UNIDOS;0;20
40497170;"03/01/2017";"04/01/2017";4;RECIFE;DOIS UNIDOS;0;1
40797699;"24/02/2017";"07/03/2017";8;RECIFE;DOIS UNIDOS;0;20
40814693;"07/03/2017";"07/03/2017";6;RECIFE;DOIS UNIDOS;0;63
40891449;"21/03/2017";"23/03/2017";6;RECIFE;DOIS UNIDOS;1;32
40534396;"09/01/2017";"08/02/2017";6;RECIFE;DOIS UNIDOS;1;32
41548783;"09/08/2017";"11/08/2017";6;RECIFE;DOIS UNIDOS;0;63
41820008;"05/10/2017";"19/10/2017";1;RECIFE;DOIS UNIDOS;0;32
40765359;"20/02/2017";"09/03/2017";8;RECIFE;DOIS UNIDOS;0;20
40761249;"20/02/2017";"06/04/2017";4;RECIFE;DOIS UNIDOS;0;20
40878030;"15/03/2017";"03/04/2017";4;RECIFE;DOIS UNIDOS;0;100
42175817;"07/12/2017";"21/12/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41448445;"25/07/2017";"25/07/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42198954;"14/12/2017";"21/12/2017";6;RECIFE;NOVA DESCOBERTA;0;60
42188741;"12/12/2017";"12/12/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41904741;"23/10/2017";"23/10/2017";1;RECIFE;NOVA DESCOBERTA;0;20
40801369;"02/03/2017";"14/03/2017";6;RECIFE;NOVA DESCOBERTA;1;63
41349870;"02/07/2017";"02/07/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41514474;"01/08/2017";"04/08/2017";6;RECIFE;NOVA DESCOBERTA;2;20
40989257;"13/04/2017";"13/04/2017";6;RECIFE;NOVA DESCOBERTA;1;20
40989211;"13/04/2017";"13/04/2017";6;RECIFE;NOVA DESCOBERTA;1;20
40707320;"10/02/2017";"13/04/2017";6;RECIFE;NOVA DESCOBERTA;1;75
40661275;"01/02/2017";"02/02/2017";6;RECIFE;NOVA DESCOBERTA;3;20
41811531;"04/10/2017";"05/10/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41750852;"22/09/2017";"25/09/2017";6;RECIFE;NOVA DESCOBERTA;2;20
41611001;"23/08/2017";"13/09/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41626568;"25/08/2017";"26/09/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41491755;"27/07/2017";"27/07/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40841581;"09/03/2017";"17/03/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40575579;"19/01/2017";"31/01/2017";6;RECIFE;NOVA DESCOBERTA;4;20
42008825;"06/11/2017";"06/11/2017";6;RECIFE;NOVA DESCOBERTA;0;63
41687359;"05/09/2017";"05/09/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41697491;"11/09/2017";"14/09/2017";6;RECIFE;NOVA DESCOBERTA;0;200
41591852;"17/08/2017";"17/08/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41609880;"23/08/2017";"18/09/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41592425;"17/08/2017";"17/08/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41493927;"27/07/2017";"27/07/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41497231;"28/07/2017";"28/07/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41591116;"17/08/2017";"17/08/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41101855;"10/05/2017";"11/05/2017";4;RECIFE;NOVA DESCOBERTA;0;32
40865516;"13/03/2017";"15/03/2017";6;RECIFE;NOVA DESCOBERTA;0;32
42062000;"20/11/2017";"21/11/2017";6;RECIFE;NOVA DESCOBERTA;0;1
42009268;"06/11/2017";"10/11/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42066548;"21/11/2017";"21/11/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42065756;"21/11/2017";"21/11/2017";6;RECIFE;NOVA DESCOBERTA;0;32
40841683;"09/03/2017";"13/03/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41590545;"17/08/2017";"17/08/2017";4;RECIFE;NOVA DESCOBERTA;0;32
40885137;"17/03/2017";"17/03/2017";6;RECIFE;NOVA DESCOBERTA;0;32
42023954;"09/11/2017";"09/11/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41697511;"11/09/2017";"11/09/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41787474;"28/09/2017";"29/09/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41943547;"26/10/2017";"26/10/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40817999;"07/03/2017";"09/03/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40919612;"27/03/2017";"28/03/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42124644;"28/11/2017";"28/11/2017";6;RECIFE;NOVA DESCOBERTA;0;32
42154409;"05/12/2017";"05/12/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42152149;"04/12/2017";"05/12/2017";6;RECIFE;NOVA DESCOBERTA;0;75
42149915;"04/12/2017";"04/12/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42155302;"05/12/2017";"05/12/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42154618;"05/12/2017";"05/12/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42155915;"05/12/2017";"05/12/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41106062;"11/05/2017";"16/05/2017";6;RECIFE;NOVA DESCOBERTA;1;63
42062570;"20/11/2017";"21/11/2017";6;RECIFE;NOVA DESCOBERTA;0;32
42071904;"22/11/2017";"22/11/2017";6;RECIFE;NOVA DESCOBERTA;1;20
40919585;"27/03/2017";"28/03/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41833510;"10/10/2017";"10/10/2017";6;RECIFE;NOVA DESCOBERTA;0;60
41610815;"23/08/2017";"23/08/2017";6;RECIFE;NOVA DESCOBERTA;0;60
41687613;"05/09/2017";"05/09/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41503908;"28/07/2017";"14/08/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41576023;"14/08/2017";"14/08/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41146266;"22/05/2017";"22/05/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41182129;"24/05/2017";"24/05/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41264100;"15/06/2017";"15/06/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41146703;"22/05/2017";"22/05/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41241269;"09/06/2017";"12/06/2017";6;RECIFE;NOVA DESCOBERTA;0;32
40968360;"07/04/2017";"10/04/2017";6;RECIFE;NOVA DESCOBERTA;1;32
40876980;"15/03/2017";"15/03/2017";6;RECIFE;NOVA DESCOBERTA;0;32
42160436;"06/12/2017";"06/12/2017";6;RECIFE;NOVA DESCOBERTA;0;32
40562657;"14/01/2017";"02/02/2017";6;RECIFE;NOVA DESCOBERTA;2;20
40663130;"01/02/2017";"02/02/2017";6;RECIFE;NOVA DESCOBERTA;2;63
42237512;"22/12/2017";"22/12/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41680237;"02/09/2017";"02/09/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40893229;"21/03/2017";"23/03/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41047801;"27/04/2017";"28/04/2017";6;RECIFE;NOVA DESCOBERTA;1;20
40723497;"13/02/2017";"26/04/2017";6;RECIFE;NOVA DESCOBERTA;1;32
41883683;"19/10/2017";"19/10/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41883112;"19/10/2017";"19/10/2017";6;RECIFE;NOVA DESCOBERTA;0;32
42071385;"22/11/2017";"22/11/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41128417;"18/05/2017";"18/05/2017";6;RECIFE;NOVA DESCOBERTA;0;32
40885837;"17/03/2017";"21/03/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41415441;"19/07/2017";"19/07/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41861020;"13/10/2017";"13/10/2017";6;RECIFE;NOVA DESCOBERTA;1;32
41815404;"04/10/2017";"04/10/2017";6;RECIFE;NOVA DESCOBERTA;1;32
42200592;"14/12/2017";"14/12/2017";6;RECIFE;NOVA DESCOBERTA;1;20
41719377;"18/09/2017";"26/09/2017";6;RECIFE;NOVA DESCOBERTA;0;32
42078237;"23/11/2017";"23/11/2017";4;RECIFE;NOVA DESCOBERTA;0;75
40562745;"14/01/2017";"23/04/2017";6;RECIFE;NOVA DESCOBERTA;1;63
41471226;"25/07/2017";"25/07/2017";6;RECIFE;NOVA DESCOBERTA;2;20
41425356;"20/07/2017";"21/07/2017";6;RECIFE;NOVA DESCOBERTA;0;32
40959802;"05/04/2017";"29/09/2017";6;RECIFE;NOVA DESCOBERTA;1;63
42221744;"19/12/2017";"21/12/2017";6;RECIFE;NOVA DESCOBERTA;0;25
42229335;"21/12/2017";"21/12/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41271966;"19/06/2017";"19/06/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41595927;"18/08/2017";"23/08/2017";6;RECIFE;NOVA DESCOBERTA;5;1
41045095;"26/04/2017";"16/05/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40865517;"13/03/2017";"16/03/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40988345;"12/04/2017";"12/04/2017";6;RECIFE;NOVA DESCOBERTA;0;32
40725047;"13/02/2017";"17/02/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40682738;"07/02/2017";"07/02/2017";4;RECIFE;NOVA DESCOBERTA;0;63
40681249;"07/02/2017";"07/02/2017";4;RECIFE;NOVA DESCOBERTA;0;63
40854810;"10/03/2017";"10/03/2017";1;RECIFE;NOVA DESCOBERTA;0;20
40802561;"02/03/2017";"10/03/2017";1;RECIFE;NOVA DESCOBERTA;0;20
42073227;"22/11/2017";"22/11/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41279118;"21/06/2017";"21/06/2017";4;RECIFE;NOVA DESCOBERTA;0;63
41279112;"21/06/2017";"21/06/2017";4;RECIFE;NOVA DESCOBERTA;0;63
41277039;"20/06/2017";"20/06/2017";4;RECIFE;NOVA DESCOBERTA;0;32
40740237;"15/02/2017";"16/02/2017";6;RECIFE;NOVA DESCOBERTA;0;63
40736117;"14/02/2017";"15/02/2017";6;RECIFE;NOVA DESCOBERTA;0;32
40948223;"03/04/2017";"04/04/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40740305;"15/02/2017";"16/02/2017";6;RECIFE;NOVA DESCOBERTA;1;32
41490828;"27/07/2017";"27/07/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41275232;"20/06/2017";"20/06/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41275910;"20/06/2017";"20/06/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41275359;"20/06/2017";"20/06/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41276214;"20/06/2017";"20/06/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41273096;"19/06/2017";"20/06/2017";6;RECIFE;NOVA DESCOBERTA;0;75
41611863;"23/08/2017";"15/09/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41218356;"01/06/2017";"05/06/2017";6;RECIFE;NOVA DESCOBERTA;0;32
40999843;"19/04/2017";"19/04/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41080153;"04/05/2017";"04/05/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41565114;"10/08/2017";"11/08/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40893390;"21/03/2017";"23/03/2017";6;RECIFE;NOVA DESCOBERTA;3;32
41412182;"18/07/2017";"04/08/2017";4;RECIFE;NOVA DESCOBERTA;3;20
41611278;"23/08/2017";"23/08/2017";6;RECIFE;NOVA DESCOBERTA;3;1
41593320;"17/08/2017";"23/08/2017";6;RECIFE;NOVA DESCOBERTA;3;1
41512293;"31/07/2017";"02/08/2017";6;RECIFE;NOVA DESCOBERTA;1;63
41522908;"02/08/2017";"02/08/2017";6;RECIFE;NOVA DESCOBERTA;1;20
41522555;"02/08/2017";"02/08/2017";6;RECIFE;NOVA DESCOBERTA;1;63
40793873;"23/02/2017";"23/02/2017";4;RECIFE;NOVA DESCOBERTA;0;63
40797787;"24/02/2017";"24/02/2017";4;RECIFE;NOVA DESCOBERTA;0;20
40795800;"24/02/2017";"24/02/2017";4;RECIFE;NOVA DESCOBERTA;0;20
41872373;"17/10/2017";"25/10/2017";1;RECIFE;NOVA DESCOBERTA;0;63
40487367;"02/01/2017";"05/01/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41598633;"19/08/2017";"23/08/2017";6;RECIFE;NOVA DESCOBERTA;0;32
42126631;"28/11/2017";"28/11/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42027609;"10/11/2017";"10/11/2017";4;RECIFE;NOVA DESCOBERTA;0;20
40798475;"26/02/2017";"26/02/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42263737;"27/12/2017";"27/12/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41596635;"18/08/2017";"28/08/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40976395;"10/04/2017";"12/04/2017";6;RECIFE;NOVA DESCOBERTA;0;63
41596061;"18/08/2017";"21/08/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41750963;"22/09/2017";"26/09/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41680787;"02/09/2017";"14/09/2017";6;RECIFE;NOVA DESCOBERTA;0;75
41711099;"14/09/2017";"14/09/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41595999;"18/08/2017";"25/08/2017";6;RECIFE;NOVA DESCOBERTA;1;75
41598628;"19/08/2017";"28/08/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41611701;"23/08/2017";"23/08/2017";4;RECIFE;NOVA DESCOBERTA;0;75
41292680;"23/06/2017";"23/06/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41182131;"24/05/2017";"24/05/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41255825;"13/06/2017";"19/07/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41138340;"19/05/2017";"19/05/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41101836;"10/05/2017";"10/05/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40524790;"06/01/2017";"07/01/2017";6;RECIFE;NOVA DESCOBERTA;0;1
42090479;"24/11/2017";"24/11/2017";6;RECIFE;NOVA DESCOBERTA;2;20
41833509;"10/10/2017";"24/11/2017";6;RECIFE;NOVA DESCOBERTA;2;63
41002505;"20/04/2017";"20/04/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41567266;"11/08/2017";"14/08/2017";6;RECIFE;NOVA DESCOBERTA;2;20
40828839;"07/03/2017";"01/12/2017";6;RECIFE;NOVA DESCOBERTA;1;63
40493673;"02/01/2017";"02/01/2017";4;RECIFE;NOVA DESCOBERTA;0;20
41364377;"06/07/2017";"28/08/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41090521;"08/05/2017";"08/05/2017";6;RECIFE;NOVA DESCOBERTA;2;20
41090384;"08/05/2017";"08/05/2017";6;RECIFE;NOVA DESCOBERTA;2;20
40989864;"15/04/2017";"08/05/2017";6;RECIFE;NOVA DESCOBERTA;2;75
40919553;"27/03/2017";"29/03/2017";6;RECIFE;NOVA DESCOBERTA;0;20
40893099;"21/03/2017";"16/05/2017";6;RECIFE;NOVA DESCOBERTA;0;75
42061278;"20/11/2017";"20/11/2017";8;RECIFE;NOVA DESCOBERTA;0;75
41209799;"29/05/2017";"29/05/2017";6;RECIFE;NOVA DESCOBERTA;0;32
41672554;"31/08/2017";"31/08/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41098479;"10/05/2017";"10/05/2017";6;RECIFE;NOVA DESCOBERTA;2;32
40825311;"07/03/2017";"09/03/2017";1;RECIFE;NOVA DESCOBERTA;0;32
40928005;"27/03/2017";"27/03/2017";8;RECIFE;NOVA DESCOBERTA;0;20
40663534;"01/02/2017";"27/03/2017";8;RECIFE;NOVA DESCOBERTA;0;60
42252348;"26/12/2017";"26/12/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41726427;"19/09/2017";"19/09/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41725246;"19/09/2017";"19/09/2017";6;RECIFE;NOVA DESCOBERTA;0;75
41129361;"18/05/2017";"18/05/2017";6;RECIFE;NOVA DESCOBERTA;0;20
42221461;"19/12/2017";"19/12/2017";4;RECIFE;NOVA DESCOBERTA;0;6.3
41415442;"19/07/2017";"15/08/2017";6;RECIFE;NOVA DESCOBERTA;0;20
41065722;"30/04/2017";"03/05/2017";6;RECIFE;NOVA DESCOBERTA;0;63
40802560;"02/03/2017";"06/03/2017";8;RECIFE;NOVA DESCOBERTA;0;32
41541414;"08/08/2017";"22/11/2017";1;RECIFE;NOVA DESCOBERTA;1;20
41246131;"12/06/2017";"12/06/2017";6;RECIFE;NOVA DESCOBERTA;0;63
41255931;"14/06/2017";"14/06/2017";6;RECIFE;NOVA DESCOBERTA;0;63
40988030;"12/04/2017";"13/04/2017";1;RECIFE;NOVA DESCOBERTA;0;63
41666305;"30/08/2017";"13/09/2017";1;RECIFE;NOVA DESCOBERTA;0;63
40825128;"07/03/2017";"09/03/2017";1;RECIFE;NOVA DESCOBERTA;0;32
41597285;"19/08/2017";"22/08/2017";1;RECIFE;NOVA DESCOBERTA;0;32
40579055;"20/01/2017";"01/02/2017";1;RECIFE;NOVA DESCOBERTA;0;20
41241494;"09/06/2017";"12/06/2017";6;RECIFE;NOVA DESCOBERTA;0;63
41474498;"25/07/2017";"25/07/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41101704;"10/05/2017";"11/05/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41101811;"10/05/2017";"11/05/2017";4;RECIFE;NOVA DESCOBERTA;0;60
40877773;"15/03/2017";"17/03/2017";4;RECIFE;NOVA DESCOBERTA;0;32
41101794;"10/05/2017";"08/06/2017";4;RECIFE;NOVA DESCOBERTA;0;20
41239376;"08/06/2017";"08/06/2017";4;RECIFE;NOVA DESCOBERTA;0;63
41252982;"13/06/2017";"13/06/2017";4;RECIFE;NOVA DESCOBERTA;0;20
40817900;"07/03/2017";"09/03/2017";6;RECIFE;NOVA DESCOBERTA;0;32
40733018;"14/02/2017";"14/02/2017";8;RECIFE;NOVA DESCOBERTA;0;20
40724675;"13/02/2017";"14/02/2017";8;RECIFE;NOVA DESCOBERTA;0;20
40573352;"18/01/2017";"09/03/2017";6;RECIFE;NOVA DESCOBERTA;1;20
40798474;"26/02/2017";"26/02/2017";6;RECIFE;NOVA DESCOBERTA;0;25
41477674;"26/07/2017";"26/07/2017";4;RECIFE;NOVA DESCOBERTA;0;20
40801194;"02/03/2017";"06/03/2017";6;RECIFE;NOVA DESCOBERTA;1;20
41405994;"17/07/2017";"17/07/2017";4;RECIFE;NOVA DESCOBERTA;0;20
40872663;"14/03/2017";"18/04/2017";8;RECIFE;NOVA DESCOBERTA;0;32
41081141;"04/05/2017";"09/05/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
41682916;"04/09/2017";"04/09/2017";6;RECIFE;BREJO DA GUABIRABA;0;75
41238034;"08/06/2017";"08/06/2017";6;RECIFE;BREJO DA GUABIRABA;0;75
40756408;"17/02/2017";"17/02/2017";6;RECIFE;BREJO DA GUABIRABA;0;60
41721181;"18/09/2017";"29/09/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
41907128;"24/10/2017";"24/10/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
42253910;"26/12/2017";"26/12/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
42225815;"20/12/2017";"20/12/2017";4;RECIFE;BREJO DA GUABIRABA;0;20
41553793;"09/08/2017";"10/08/2017";6;RECIFE;BREJO DA GUABIRABA;1;20
41597277;"19/08/2017";"29/08/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
40953930;"04/04/2017";"10/04/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
41424726;"20/07/2017";"21/07/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
40930426;"28/03/2017";"31/03/2017";6;RECIFE;BREJO DA GUABIRABA;1;63
41490555;"27/07/2017";"27/07/2017";4;RECIFE;BREJO DA GUABIRABA;0;6.3
41598620;"19/08/2017";"04/10/2017";6;RECIFE;BREJO DA GUABIRABA;1;20
41877595;"18/10/2017";"18/10/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
41565391;"10/08/2017";"11/08/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
40523007;"06/01/2017";"09/01/2017";4;RECIFE;BREJO DA GUABIRABA;0;1
40735989;"14/02/2017";"13/04/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
40805057;"03/03/2017";"07/03/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
41144473;"22/05/2017";"22/05/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
41119235;"17/05/2017";"17/05/2017";1;RECIFE;BREJO DA GUABIRABA;0;75
41900587;"23/10/2017";"23/10/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
42189644;"12/12/2017";"12/12/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
41758296;"25/09/2017";"29/09/2017";6;RECIFE;BREJO DA GUABIRABA;1;60
42203704;"15/12/2017";"22/12/2017";6;RECIFE;BREJO DA GUABIRABA;0;150
42193237;"13/12/2017";"13/12/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
42103108;"27/11/2017";"13/12/2017";6;RECIFE;BREJO DA GUABIRABA;0;150
42016908;"07/11/2017";"07/11/2017";4;RECIFE;BREJO DA GUABIRABA;0;32
41698025;"11/09/2017";"11/09/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
42014621;"07/11/2017";"07/11/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
42047933;"14/11/2017";"14/11/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
42026217;"09/11/2017";"14/11/2017";6;RECIFE;BREJO DA GUABIRABA;0;63
41646299;"29/08/2017";"29/08/2017";6;RECIFE;BREJO DA GUABIRABA;1;75
41917143;"24/10/2017";"24/10/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
41877828;"18/10/2017";"18/10/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
41119991;"17/05/2017";"17/05/2017";6;RECIFE;BREJO DA GUABIRABA;0;60
41120843;"17/05/2017";"17/05/2017";6;RECIFE;BREJO DA GUABIRABA;0;60
42070433;"22/11/2017";"22/11/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
42066211;"21/11/2017";"22/11/2017";6;RECIFE;BREJO DA GUABIRABA;0;60
41821733;"06/10/2017";"06/10/2017";6;RECIFE;BREJO DA GUABIRABA;0;60
40805421;"03/03/2017";"07/03/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
41731813;"20/09/2017";"20/09/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
41425355;"20/07/2017";"20/07/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
40504605;"04/01/2017";"06/01/2017";6;RECIFE;BREJO DA GUABIRABA;3;20
42071628;"22/11/2017";"22/11/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
42175906;"07/12/2017";"12/12/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
40660114;"01/02/2017";"01/02/2017";6;RECIFE;BREJO DA GUABIRABA;0;60
41513236;"31/07/2017";"01/08/2017";6;RECIFE;BREJO DA GUABIRABA;0;63
41879329;"18/10/2017";"18/10/2017";6;RECIFE;BREJO DA GUABIRABA;0;20
41874959;"17/10/2017";"18/10/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
41598600;"19/08/2017";"19/08/2017";1;RECIFE;BREJO DA GUABIRABA;0;20
41180339;"24/05/2017";"24/05/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
40850957;"09/03/2017";"14/03/2017";1;RECIFE;BREJO DA GUABIRABA;0;20
40900305;"23/03/2017";"13/04/2017";6;RECIFE;BREJO DA GUABIRABA;0;25
41074234;"03/05/2017";"03/05/2017";4;RECIFE;BREJO DA GUABIRABA;2;32
41074755;"03/05/2017";"03/05/2017";4;RECIFE;BREJO DA GUABIRABA;2;20
41064486;"28/04/2017";"02/05/2017";4;RECIFE;BREJO DA GUABIRABA;0;60
41731315;"20/09/2017";"03/10/2017";6;RECIFE;BREJO DA GUABIRABA;1;32
40805564;"03/03/2017";"07/03/2017";6;RECIFE;BREJO DA GUABIRABA;0;63
41787029;"28/09/2017";"28/09/2017";4;RECIFE;BREJO DA GUABIRABA;0;20
41372187;"10/07/2017";"10/07/2017";6;RECIFE;BREJO DA GUABIRABA;0;32
42038801;"13/11/2017";"13/11/2017";6;RECIFE;PASSARINHO;0;63
42042600;"13/11/2017";"13/11/2017";6;RECIFE;PASSARINHO;0;63
41921660;"25/10/2017";"26/10/2017";6;RECIFE;PASSARINHO;0;32
40800194;"02/03/2017";"06/03/2017";6;RECIFE;PASSARINHO;0;20
41809384;"03/10/2017";"04/10/2017";6;RECIFE;PASSARINHO;0;32
41435320;"24/07/2017";"24/07/2017";6;RECIFE;PASSARINHO;0;20
41663835;"30/08/2017";"31/08/2017";4;RECIFE;PASSARINHO;0;32
41663829;"30/08/2017";"31/08/2017";4;RECIFE;PASSARINHO;0;6.3
42127722;"29/11/2017";"06/12/2017";6;RECIFE;PASSARINHO;0;20
41721763;"18/09/2017";"18/09/2017";6;RECIFE;PASSARINHO;1;20
41712825;"14/09/2017";"18/09/2017";6;RECIFE;PASSARINHO;1;32
41548786;"09/08/2017";"10/08/2017";6;RECIFE;PASSARINHO;0;32
41809382;"03/10/2017";"10/10/2017";6;RECIFE;PASSARINHO;1;63
40929535;"28/03/2017";"11/04/2017";6;RECIFE;PASSARINHO;1;63
41845142;"11/10/2017";"17/10/2017";6;RECIFE;PASSARINHO;1;63
41723909;"19/09/2017";"22/09/2017";6;RECIFE;PASSARINHO;0;20
41136681;"19/05/2017";"19/05/2017";6;RECIFE;PASSARINHO;0;63
41751164;"22/09/2017";"22/09/2017";6;RECIFE;PASSARINHO;0;32
41649859;"29/08/2017";"27/09/2017";6;RECIFE;PASSARINHO;6;63
40734503;"14/02/2017";"15/02/2017";6;RECIFE;PASSARINHO;0;20
41724110;"19/09/2017";"02/10/2017";6;RECIFE;PASSARINHO;4;63
41548863;"09/08/2017";"10/08/2017";1;RECIFE;PASSARINHO;0;63
41359180;"05/07/2017";"05/07/2017";6;RECIFE;PASSARINHO;0;32
42149508;"04/12/2017";"05/12/2017";6;RECIFE;PASSARINHO;0;63
41693091;"06/09/2017";"06/09/2017";6;RECIFE;PASSARINHO;0;32
41677444;"01/09/2017";"21/09/2017";6;RECIFE;PASSARINHO;0;20
40799924;"02/03/2017";"06/03/2017";6;RECIFE;PASSARINHO;0;32
